graph_id,graph_seed,n,mean_degree,max_degree,alpha,pfail,budget_ref,scaled_budget,seed_index,env_seed,policy,n_failed_at_start,pr_post_cascade,feasibility_ratio,final_pr,n_active_final,solved,spread_vs_random,instance_label
9,2026009,47,3.8297872340425534,16,0.05,0.05,1,1,1,202609001,random,47,0.0,9.4,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,1,1,2,202609002,betweenness,47,0.0,9.4,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,1,1,2,202609002,degree,47,0.0,9.4,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,1,1,2,202609002,random,47,0.0,9.4,1.0,47,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,0,202600000,betweenness,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,0,202600000,degree,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,0,202600000,random,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,1,202600001,betweenness,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,1,202600001,degree,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,1,202600001,random,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,2,202600002,betweenness,33,0.0,3.3,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,2,202600002,degree,33,0.0,3.3,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,2,2,2,202600002,random,33,0.0,3.3,1.0,33,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,2,2,0,202601000,betweenness,40,0.0,4.0,1.0,40,True,0.99875,decision_sensitive
1,2026001,40,3.8,17,0.05,0.05,2,2,0,202601000,degree,40,0.0,4.0,1.0,40,True,0.99875,decision_sensitive
1,2026001,40,3.8,17,0.05,0.05,2,2,0,202601000,random,40,0.0,4.0,0.0012500000000000002,2,False,0.0,decision_sensitive
1,2026001,40,3.8,17,0.05,0.05,2,2,1,202601001,betweenness,40,0.0,4.0,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,2,2,1,202601001,degree,40,0.0,4.0,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,2,2,1,202601001,random,40,0.0,4.0,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,2,2,2,202601002,betweenness,40,0.0,4.0,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,2,2,2,202601002,degree,40,0.0,4.0,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,2,2,2,202601002,random,40,0.0,4.0,1.0,40,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,0,202602000,betweenness,46,0.0,4.6,1.0,46,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,0,202602000,degree,46,0.0,4.6,1.0,46,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,0,202602000,random,46,0.0,4.6,1.0,46,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,1,202602001,betweenness,46,0.0,4.6,1.0,46,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,1,202602001,degree,46,0.0,4.6,1.0,46,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,1,202602001,random,46,0.0,4.6,1.0,46,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,2,202602002,betweenness,46,0.0,4.6,0.038279773156899816,9,False,0.03638941398865785,hopeless
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,2,202602002,degree,46,0.0,4.6,0.038279773156899816,9,False,0.03638941398865785,hopeless
2,2026002,46,3.8260869565217392,13,0.05,0.05,2,2,2,202602002,random,46,0.0,4.6,0.0018903591682419658,4,False,0.0,hopeless
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,0,202603000,betweenness,46,0.0,4.6,1.0,46,True,0.0,trivial
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,0,202603000,degree,46,0.0,4.6,1.0,46,True,0.0,trivial
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,0,202603000,random,46,0.0,4.6,1.0,46,True,0.0,trivial
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,1,202603001,betweenness,46,0.0,4.6,0.7188090737240076,39,False,0.7159735349716446,decision_sensitive
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,1,202603001,degree,46,0.0,4.6,0.7188090737240076,39,False,0.7159735349716446,decision_sensitive
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,1,202603001,random,46,0.0,4.6,0.0028355387523629487,6,False,0.0,decision_sensitive
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,2,202603002,betweenness,46,0.0,4.6,0.48393194706994325,32,False,0.47873345935727785,decision_sensitive
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,2,202603002,degree,46,0.0,4.6,0.9149338374291116,44,False,0.9097353497164462,decision_sensitive
3,2026003,46,3.8260869565217392,13,0.05,0.05,2,2,2,202603002,random,46,0.0,4.6,0.005198487712665406,5,False,0.0,decision_sensitive
4,2026004,50,3.84,16,0.05,0.05,2,2,0,202604000,betweenness,50,0.0,5.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,2,2,0,202604000,degree,50,0.0,5.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,2,2,0,202604000,random,50,0.0,5.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,2,2,1,202604001,betweenness,50,0.0,5.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,2,2,1,202604001,degree,50,0.0,5.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,2,2,1,202604001,random,50,0.0,5.0,1.0,50,True,0.0,trivial
4,2026004,50,3.84,16,0.05,0.05,2,2,2,202604002,betweenness,50,0.0,5.0,1.0,50,True,0.9988,decision_sensitive
4,2026004,50,3.84,16,0.05,0.05,2,2,2,202604002,degree,50,0.0,5.0,1.0,50,True,0.9988,decision_sensitive
4,2026004,50,3.84,16,0.05,0.05,2,2,2,202604002,random,50,0.0,5.0,0.0012000000000000001,3,False,0.0,decision_sensitive
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,0,202605000,betweenness,33,0.0,3.3,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,0,202605000,degree,33,0.0,3.3,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,0,202605000,random,33,0.0,3.3,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,1,202605001,betweenness,33,0.0,3.3,1.0,33,True,0.9944903581267217,decision_sensitive
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,1,202605001,degree,33,0.0,3.3,1.0,33,True,0.9944903581267217,decision_sensitive
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,1,202605001,random,33,0.0,3.3,0.005509641873278237,6,False,0.0,decision_sensitive
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,2,202605002,betweenness,33,0.0,3.3,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,2,202605002,degree,33,0.0,3.3,1.0,33,True,0.0,trivial
5,2026005,33,3.757575757575758,12,0.05,0.05,2,2,2,202605002,random,33,0.0,3.3,1.0,33,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,0,202606000,betweenness,37,0.0,3.7,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,0,202606000,degree,37,0.0,3.7,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,0,202606000,random,37,0.0,3.7,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,1,202606001,betweenness,0,1.0,0.0,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,1,202606001,degree,0,1.0,0.0,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,1,202606001,random,0,1.0,0.0,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,2,202606002,betweenness,0,1.0,0.0,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,2,202606002,degree,0,1.0,0.0,1.0,37,True,0.0,trivial
6,2026006,37,3.7837837837837838,12,0.05,0.05,2,2,2,202606002,random,0,1.0,0.0,1.0,37,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,0,202607000,betweenness,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,0,202607000,degree,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,0,202607000,random,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,1,202607001,betweenness,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,1,202607001,degree,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,1,202607001,random,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,2,202607002,betweenness,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,2,202607002,degree,49,0.0,4.9,1.0,49,True,0.0,trivial
7,2026007,49,3.836734693877551,18,0.05,0.05,2,2,2,202607002,random,49,0.0,4.9,1.0,49,True,0.0,trivial
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,0,202608000,betweenness,49,0.0,4.9,0.8812994585589339,46,False,0.8513119533527698,decision_sensitive
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,0,202608000,degree,49,0.0,4.9,0.4814660558100791,34,False,0.451478550603915,decision_sensitive
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,0,202608000,random,49,0.0,4.9,0.029987505206164094,16,False,0.0,decision_sensitive
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,1,202608001,betweenness,49,0.0,4.9,1.0,49,True,0.9950020824656394,decision_sensitive
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,1,202608001,degree,49,0.0,4.9,1.0,49,True,0.9950020824656394,decision_sensitive
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,1,202608001,random,49,0.0,4.9,0.004997917534360683,6,False,0.0,decision_sensitive
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,2,202608002,betweenness,49,0.0,4.9,1.0,49,True,0.0,trivial
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,2,202608002,degree,49,0.0,4.9,1.0,49,True,0.0,trivial
8,2026008,49,3.836734693877551,12,0.05,0.05,2,2,2,202608002,random,49,0.0,4.9,1.0,49,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,0,202609000,betweenness,47,0.0,4.7,1.0,47,True,0.9977365323675872,decision_sensitive
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,0,202609000,degree,47,0.0,4.7,1.0,47,True,0.9977365323675872,decision_sensitive
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,0,202609000,random,47,0.0,4.7,0.0022634676324128564,5,False,0.0,decision_sensitive
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,1,202609001,betweenness,47,0.0,4.7,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,1,202609001,degree,47,0.0,4.7,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,1,202609001,random,47,0.0,4.7,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,2,202609002,betweenness,47,0.0,4.7,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,2,202609002,degree,47,0.0,4.7,1.0,47,True,0.0,trivial
9,2026009,47,3.8297872340425534,16,0.05,0.05,2,2,2,202609002,random,47,0.0,4.7,1.0,47,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,0,202600000,betweenness,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,0,202600000,degree,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,0,202600000,random,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,1,202600001,betweenness,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,1,202600001,degree,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,1,202600001,random,0,1.0,0.0,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,2,202600002,betweenness,33,0.0,3.3,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,2,202600002,degree,33,0.0,3.3,1.0,33,True,0.0,trivial
0,2026000,33,3.757575757575758,11,0.05,0.05,3,2,2,202600002,random,33,0.0,3.3,1.0,33,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,0,202601000,betweenness,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,0,202601000,degree,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,0,202601000,random,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,1,202601001,betweenness,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,1,202601001,degree,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,1,202601001,random,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,2,202601002,betweenness,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,2,202601002,degree,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
1,2026001,40,3.8,17,0.05,0.05,3,3,2,202601002,random,40,0.0,2.6666666666666665,1.0,40,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,3,3,0,202602000,betweenness,46,0.0,3.066666666666667,1.0,46,True,0.0,trivial
2,2026002,46,3.8260869565217392,13,0.05,0.05,3,3,0,202602000,degree,46,0.0,3.066666666666667,1.0,46,True,0.0,trivial
